"credit_card_number","gender","occupation","transaction_hour","total_transactions","total_spent","average_transaction_value","fraud_transactions"
"4128730454058057622","F","Engineer, production","7","99","5591.38","56.47858585858586","0"
"2266735643685262","M","Curator","7","47","2699.23","57.43042553191489","0"
"4988304376504","M","Building surveyor","7","71","6159.93","86.75957746478873","0"
"3590736522064285","F","Scientist, audiological","7","79","8641.919999999998","109.39139240506327","0"
"376012912828093","M","Claims inspector/assessor","7","52","3366.0699999999997","64.73211538461538","0"
"4149238353975790","M","Dealer","7","79","7137.370000000001","90.34645569620254","0"
"3586008444788268","F","Osteopath","7","71","7425.070000000001","104.57845070422536","0"
"30181367542315","F","Local government officer","7","26","1319.1399999999999","50.73615384615384","0"
"6011252220172077","M","Engineer, land","7","13","656.87","50.52846153846154","0"
"3519232971341141","M","Mental health nurse","7","47","3649.3199999999997","77.64510638297871","0"
"4681699462969","M","Journalist, newspaper","7","70","5289.92","75.57028571428572","0"
"4195740185974","M","Engineer, building services","7","44","2248.22","51.09590909090909","0"
"5359543825610251","M","Engineer, drilling","7","53","2918.7200000000003","55.07018867924529","0"
"4481131401752","M","English as a second language teacher","7","31","1428.24","46.07225806451613","0"
"2291163933867244","M","Mechanical engineer","7","83","6833.85","82.3355421686747","0"
"38052002992326","F","Building surveyor","7","43","2323.43","54.03325581395348","0"
"30407675418785","F","Psychotherapist","7","64","4210.55","65.78984375","0"
"36360452125889","M","Engineering geologist","7","19","1013.1600000000001","53.324210526315795","0"
"580954173374","F","Race relations officer","7","41","1956.85","47.7280487804878","0"
"676281772837","F","Editor, commissioning","7","80","4864.85","60.810625","0"
"3568255211412877","M","Biomedical engineer","7","59","3528.69","59.80830508474576","0"
"4536996888716062123","M","Historic buildings inspector/conservation officer","7","78","4091.6200000000003","52.45666666666667","0"
"30082025922891","F","Pilot, airline","7","74","6742.85","91.1195945945946","0"
"5540636818935089","M","Geoscientist","7","70","4296.19","61.37414285714285","0"
"4788103653396","F","Investment banker, corporate","7","57","5872.92","103.03368421052632","0"
"676245600876","F","Historic buildings inspector/conservation officer","7","49","3044.9299999999994","62.141428571428555","0"
"4671727014157745","M","Retail banker","7","90","6387.92","70.9768888888889","0"
"213180742685905","F","Therapist, occupational","7","95","5543.560000000001","58.35326315789475","0"
"4904681492230012","F","Comptroller","7","96","6506.08","67.77166666666666","0"
"5127412150261034","M","Psychotherapist, child","7","18","906.9299999999998","50.38499999999999","0"
"4873783502705038","F","Public house manager","7","55","7551.690000000001","137.30345454545457","0"
"213161293389774","F","Teacher, primary school","8","72","6030.85","83.76180555555555","0"
"30044330818990","F","Paramedic","8","72","7852.610000000001","109.06402777777778","0"
"374125201044065","M","Optician, dispensing","8","78","5149.48","66.01897435897435","0"
"3502377050801561","F","Scientist, biomedical","8","74","4947.889999999999","66.86337837837837","0"
"6511349151405438","M","Interpreter","8","69","4846.9400000000005","70.24550724637682","0"
"4760122961662","M","Curator","8","18","1327.64","73.75777777777779","0"
"6011360759745864","M","Designer, multimedia","8","52","6139.7699999999995","118.07249999999999","0"
"30175986190993","F","Applications developer","8","89","5821.869999999999","65.41426966292134","0"
"4384910379661778","F","Naval architect","8","87","5697.569999999999","65.48931034482757","0"
"4149238353975790","M","Dealer","8","76","6934.1900000000005","91.23934210526316","0"
"180081032825079","F","Trading standards officer","8","54","3296.0199999999995","61.0374074074074","0"
"4171397999167005","F","Museum/gallery exhibitions officer","8","22","1155.0600000000002","52.50272727272728","0"
"180048185037117","F","Leisure centre manager","8","84","10721.79","127.64035714285716","0"
"373043435942726","M","Trading standards officer","8","41","3299.83","80.48365853658537","0"
"2283743876903625","F","Prison officer","8","44","2488.4199999999996","56.55499999999999","0"
"3592931352252641","M","Barrister's clerk","8","39","2544.5","65.24358974358974","0"
"4364010865167176","M","Immunologist","8","42","2483.39","59.12833333333333","0"
"3554849923339851","M","Cabin crew","8","41","2665.8099999999995","65.01975609756096","0"
"344342339068828","F","Tax adviser","8","75","4434.86","59.13146666666666","0"
"3538520143479972","F","Insurance underwriter","8","87","7004.97","80.51689655172414","0"
"346273234529002","F","Statistician","8","61","7532.83","123.48901639344263","0"
"3528231451607350","F","Exercise physiologist","8","36","2247.76","62.43777777777778","0"
"4195832462863385","F","Exercise physiologist","8","25","2786.07","111.4428","1"
"3537797820923602","F","Medical technical officer","8","22","1588.52","72.20545454545454","0"
"4642255475285942","F","Surveyor, minerals","8","89","6544.52","73.53393258426966","1"
"180036456789979","F","Risk analyst","8","83","7192.080000000001","86.65156626506025","0"
"4220495028289516646","F","Wellsite geologist","8","53","4057.64","76.55924528301887","0"
"4769426683924058915","F","Mining engineer","8","78","4983.95","63.89679487179487","0"
"4198470814557","F","Engineering geologist","8","53","3760.66","70.95584905660377","0"
"2657850734909997","M","Trading standards officer","8","58","3084.37","53.17879310344827","0"
"583699482621","F","Engineer, civil (contracting)","8","85","6333.6","74.51294117647059","0"
"3506592072985012","M","Engineer, communications","8","20","1092.98","54.649","0"
"213178765398315","M","Lecturer, higher education","8","57","3712.0499999999997","65.1236842105263","0"
"6597888193422452","M","Chief Technology Officer","8","86","5857.2300000000005","68.10732558139536","0"
"3589289942931264","F","Development worker, international aid","9","60","4907.299999999999","81.78833333333333","1"
"30175986190993","F","Applications developer","9","84","6259.82","74.52166666666666","0"
"30143713661454","M","Embryologist, clinical","9","54","2914.8999999999996","53.97962962962962","0"
"213114122496591","M","Music tutor","9","41","2392.17","58.34560975609756","1"
"213180742685905","F","Therapist, occupational","9","91","5600.759999999999","61.54681318681318","0"
"4377338765909719","M","Geologist, wellsite","9","46","2697.2900000000004","58.63673913043479","0"
"577588686219","M","Public relations account executive","9","32","1690.6799999999998","52.833749999999995","0"
"180065479077096","F","Clinical research associate","9","92","5457.02","59.3154347826087","0"
"2254917871818484","F","Insurance underwriter","9","67","4402.85","65.71417910447762","0"
"371284424780634","M","Doctor, general practice","9","57","4102.210000000001","71.96859649122808","0"
"213178850083780","M","Dealer","9","59","4921.02","83.40711864406781","0"
"4477156602511939689","F","Futures trader","9","22","2310.97","105.0440909090909","0"
"2291163933867244","M","Mechanical engineer","9","70","3512.13","50.17328571428572","0"
"4792627764422477317","F","Chief Executive Officer","9","92","10773.680000000002","117.10521739130436","0"
"4469777115158234880","M","Market researcher","9","55","3028.5","55.06363636363636","0"
"30197398657930","F","Chief Strategy Officer","9","63","7476.500000000001","118.67460317460319","0"
"36078114201167","M","Facilities manager","9","102","5656.37","55.454607843137254","0"
"342351256941125","F","Theatre manager","9","28","3073.04","109.75142857142858","0"
"4836998673805450","F","Trade mark attorney","9","91","9126.189999999999","100.28780219780218","0"
"6011367958204270","F","Medical sales representative","9","69","7849.450000000001","113.76014492753625","0"
"6526777409109795","M","Site engineer","9","23","1780.27","77.40304347826087","0"
"38947654498698","F","Copywriter, advertising","9","28","1888.06","67.43071428571429","0"
"30343344410970","M","Copywriter, advertising","9","76","4305.46","56.65078947368421","0"
"3582754887089201","M","Magazine features editor","9","70","5786.19","82.65985714285713","0"
"4128027264554082","M","Barrister's clerk","9","73","3788.67","51.89958904109589","0"
"3564839259330465","M","Armed forces training and education officer","9","76","5390.84","70.9321052631579","0"
"501899453424","F","Ceramics designer","9","81","5820.94","71.86345679012345","0"
"561942763351","F","Prison officer","9","35","3474.02","99.25771428571429","0"
"3533742182628021","M","Materials engineer","10","47","2748.03","58.46872340425532","0"
"4788103653396","F","Investment banker, corporate","10","47","3420.3199999999997","72.77276595744681","0"
"213112402583773","F","Research scientist (physical sciences)","10","76","5158.71","67.87776315789473","0"
"630425673344","M","Special effects artist","10","68","4632.120000000001","68.11941176470589","0"
"343819048608995","F","Wellsite geologist","10","55","2511.59","45.66527272727273","0"
"3546897637165774","F","Barrister","10","78","4321.789999999999","55.40756410256409","0"
"3513618443244549","F","Financial adviser","10","89","6644.04","74.65213483146067","0"
"4824023901222438","F","Commercial/residential surveyor","10","22","1553.03","70.59227272727273","0"
"30427035050508","M","Broadcast presenter","10","54","3999.2400000000002","74.06","0"
"6592861994408652","F","Colour technologist","10","34","2960.6499999999996","87.07794117647057","0"
"4186530744674","F","Technical brewer","10","85","4685.28","55.12094117647059","0"
"4605902936394","M","Drilling engineer","10","26","1242.71","47.79653846153846","0"
"370877495212014","F","Dispensing optician","10","62","7703.6","124.25161290322582","0"
"344342339068828","F","Tax adviser","10","86","5050.369999999999","58.725232558139524","0"
"371284100299909","F","Early years teacher","10","21","1280.92","60.99619047619048","0"
"38580485618059","F","Industrial/product designer","10","97","5330.0","54.94845360824742","0"
"3514865930894695","M","Naval architect","10","87","7238.01","83.1955172413793","1"
"213120463918358","M","Psychologist, forensic","10","47","2535.71","53.95127659574468","0"
"4003989662068504","M","Radio broadcast assistant","10","51","2893.18","56.729019607843135","0"
"4433091568498503","F","Clinical biochemist","10","29","1883.6999999999998","64.9551724137931","0"
"4727244663135968","F","Science writer","10","70","4489.220000000001","64.1317142857143","0"
"2269768987945882","F","Acupuncturist","10","93","5652.62","60.780860215053764","0"
"375534208663984","M","Dance movement psychotherapist","10","79","6830.46","86.46151898734178","0"
"581293083266","M","Podiatrist","10","57","5172.22","90.74070175438597","0"
"676248282243","F","Higher education careers adviser","10","55","3192.91","58.05290909090909","0"
"4560395181594436016","F","Podiatrist","10","58","6119.29","105.505","0"
"4334230547694630","M","Education officer, museum","10","73","4947.83","67.77849315068494","1"
"3560725013359375","F","Cytogeneticist","11","93","6817.839999999999","73.31010752688171","0"
"3547574373318979","M","Psychologist, clinical","11","67","3731.5199999999995","55.69432835820895","0"
"3502377050801561","F","Scientist, biomedical","11","77","3042.7700000000004","39.51649350649351","0"
"4788103653396","F","Investment banker, corporate","11","39","2975.55","76.29615384615386","0"
"30501624614310","F","Magazine features editor","11","49","3349.6400000000003","68.36000000000001","0"
"3590736522064285","F","Scientist, audiological","11","74","8688.59","117.41337837837838","0"
"4736845434667908128","F","Surveyor, land/geomatics","11","75","5296.610000000001","70.62146666666668","0"
"502012776709","F","Naval architect","11","95","7321.78","77.07136842105263","0"
"36485887555770","M","Facilities manager","11","27","1525.44","56.49777777777778","0"
